Column Type,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Input,build_existing_model.utility_bill_electricity_fixed_charges,usd,in.utility_bill_electricity_fixed_charges,in.utility_bill_electricity_fixed_charges,usd,,,,,,,,"Electricity utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_electricity_marginal_rates,usd,in.utility_bill_electricity_marginal_rates,in.utility_bill_electricity_marginal_rates,usd,,,,,,,,"Electricity utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_fuel_oil_fixed_charges,usd,in.utility_bill_fuel_oil_fixed_charges,in.utility_bill_fuel_oil_fixed_charges,usd,,,,,,,,"Fuel oil utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_fuel_oil_marginal_rates,usd,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,usd,,,,,,,,"Fuel oil utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_natural_gas_fixed_charges,usd,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_fixed_charges,usd,,,,,,,,"Natural gas utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_natural_gas_marginal_rates,usd,in.utility_bill_natural_gas_marginal_rates,in.utility_bill_natural_gas_marginal_rates,usd,,,,,,,,"Natural gas utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_propane_fixed_charges,usd,in.utility_bill_propane_fixed_charges,in.utility_bill_propane_fixed_charges,usd,,,,,,,,"Propane utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_propane_marginal_rates,usd,in.utility_bill_propane_marginal_rates,in.utility_bill_propane_marginal_rates,usd,,,,,,,,"Propane utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_pv_compensation_types,usd,in.utility_bill_pv_compensation_types,in.utility_bill_pv_compensation_types,usd,,,,,,,,"Utility bill PV compensation types. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_pv_feed_in_tariff_rates,usd,in.utility_bill_pv_feed_in_tariff_rates,in.utility_bill_pv_feed_in_tariff_rates,usd,,,,,,,,"Utility bill PV annual full/gross feed-in tariff rates. Only applies if the PV compensation type is 'FeedInTariff'. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_pv_monthly_grid_connection_fee_units,usd,in.utility_bill_pv_monthly_grid_connection_fee_units,in.utility_bill_pv_monthly_grid_connection_fee_units,usd,,,,,,,,"Utility bill PV monthly grid connection fee units. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_pv_monthly_grid_connection_fees,usd,in.utility_bill_pv_monthly_grid_connection_fees,in.utility_bill_pv_monthly_grid_connection_fees,usd,,,,,,,,"Utility bill PV monthly grid connection fees. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_pv_net_metering_annual_excess_sellback_rate_types,,in.utility_bill_pv_net_metering_annual_excess_sellback_rate_types,in.utility_bill_pv_net_metering_annual_excess_sellback_rate_types,,,,,,,,,"Utility bill PV net metering annual excess sellback rate types. Only applies if the PV compensation type is 'NetMetering'. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_pv_net_metering_annual_excess_sellback_rates,usd,in.utility_bill_pv_net_metering_annual_excess_sellback_rates,in.utility_bill_pv_net_metering_annual_excess_sellback_rates,usd,,,,,,,,"Utility bill PV net metering annual excess sellback rates. Only applies if the PV compensation type is 'NetMetering' and the PV annual excess sellback rate type is 'User-Specified'. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_scenario_names,,in.utility_bill_scenario_names,in.utility_bill_scenario_names,,,,,,,,,"Names of utility bill scenarios. If multiple scenarios, use a comma-separated list. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_simple_filepaths,,in.utility_bill_simple_filepaths,in.utility_bill_simple_filepaths,,,,,,,,,"Relative paths of simple utility rates. Paths are relative to the resources folder. If multiple scenarios, use a comma-separated list. Files must contain the name of the Parameter as the column header."
Input,build_existing_model.utility_bill_wood_fixed_charges,usd,in.utility_bill_wood_fixed_charges,in.utility_bill_wood_fixed_charges,usd,,,,,,,,"Wood utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.utility_bill_wood_marginal_rates,usd,in.utility_bill_wood_marginal_rates,in.utility_bill_wood_marginal_rates,usd,,,,,,,,"Wood utility bill marginal rates. If multiple scenarios, use a comma-separated list."
Input,build_existing_model.weather_file_city,,in.weather_file_city,in.weather_file_city,,,,,,,,,City from the EPW weather file.
Input,build_existing_model.weather_file_latitude,,in.weather_file_latitude,in.weather_file_latitude,,,,,,,,,Latitude from the EPW weather file.
Input,build_existing_model.weather_file_longitude,,in.weather_file_longitude,in.weather_file_longitude,,,,,,,,,Longitude from the EPW weather file.
Input,build_existing_model.heating_unavailable_period,,in.heating_unavailable_period,in.heating_unavailable_period,,,,,,,,,Heating unavailable period.
Input,build_existing_model.cooling_unavailable_period,,in.cooling_unavailable_period,in.cooling_unavailable_period,,,,,,,,,Cooling unavailable period.
Output,upgrade_costs.door_area_ft_2,ft^2,out.params.door_area_ft_2,out.params.door_area_ft_2,ft_2,1,,,,,,,Door Area
Output,upgrade_costs.duct_unconditioned_surface_area_ft_2,ft^2,out.params.duct_unconditioned_surface_area_ft_2,out.params.duct_unconditioned_surface_area_ft_2,ft_2,1,,,,,,,Duct Unconditioned Surface Area
Output,upgrade_costs.floor_area_attic_ft_2,ft^2,out.params.floor_area_attic_ft_2,out.params.floor_area_attic_ft_2,ft_2,1,,,,,,,"Floor Area, Attic"
Output,upgrade_costs.floor_area_attic_insulation_increase_ft_2_delta_r_value,ft^2 * Delta R-value,out.params.floor_area_attic_insulation_increase_ft_2_delta_r_value,out.params.floor_area_attic_insulation_increase_ft_2_delta_r_value,r_value,1,,,,,,,"Floor Area, Attic * Insulation Increase"
Output,upgrade_costs.floor_area_conditioned_infiltration_reduction_ft_2_delta_ach_50,ft^2 * Delta ACH50,out.params.floor_area_conditioned_infiltration_reduction_ft_2_delta_ach_50,out.params.floor_area_conditioned_infiltration_reduction_ft_2_delta_ach_50,ach_50,1,,,,,,,"Floor Area, Conditioned * Infiltration Reduction"
Output,upgrade_costs.floor_area_foundation_ft_2,ft^2,out.params.floor_area_foundation_ft_2,out.params.floor_area_foundation_ft_2,ft_2,1,,,,,,,"Floor Area, Foundation"
Output,upgrade_costs.floor_area_lighting_ft_2,ft^2,out.params.floor_area_lighting_ft_2,out.params.floor_area_lighting_ft_2,ft_2,1,,,,,,,"Floor Area, Lighting"
Output,upgrade_costs.flow_rate_mechanical_ventilation_cfm,cfm,out.params.flow_rate_mechanical_ventilation_cfm,out.params.flow_rate_mechanical_ventilation_cfm,cfm,1,,,,,,,"Flow Rate, Mechanical Ventilation"
Output,upgrade_costs.rim_joist_area_above_grade_exterior_ft_2,ft^2,out.params.rim_joist_area_above_grade_exterior_ft_2,out.params.rim_joist_area_above_grade_exterior_ft_2,ft_2,1,,,,,,,"Rim Joist Area, Above-Grade, Exterior"
Output,upgrade_costs.roof_area_ft_2,ft^2,out.params.roof_area_ft_2,out.params.roof_area_ft_2,ft_2,1,,,,,,,Roof Area
Output,upgrade_costs.size_cooling_system_primary_k_btu_h,kBtu/h,out.params.size_cooling_system_primary_k_btu_h,out.params.size_cooling_system_primary_k_btu_h,k_btu_h,1,,,,,,,"Size, Cooling System Primary"
Output,upgrade_costs.size_heat_pump_backup_primary_k_btu_h,kBtu/h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,k_btu_h,1,,,,,,,"Size, Heat Pump Backup Primary"
Output,upgrade_costs.size_heating_system_primary_k_btu_h,kBtu/h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,k_btu_h,1,,,,,,,"Size, Heating System Primary"
Output,upgrade_costs.size_heating_system_secondary_k_btu_h,kBtu/h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,k_btu_h,1,,,,,,,"Size, Heating System Secondary"
Output,upgrade_costs.size_water_heater_gal,gal,out.params.size_water_heater_gal,out.params.size_water_heater_gal,gal,1,,,,,,,"Size, Water Heater"
Output,upgrade_costs.slab_perimeter_exposed_conditioned_ft,ft,out.params.slab_perimeter_exposed_conditioned_ft,out.params.slab_perimeter_exposed_conditioned_ft,ft,1,,,,,,,"Slab Perimeter, Exposed, Conditioned"
Output,upgrade_costs.wall_area_above_grade_conditioned_ft_2,ft^2,out.params.wall_area_above_grade_conditioned_ft_2,out.params.wall_area_above_grade_conditioned_ft_2,ft_2,1,,,,,,,"Wall Area, Above-Grade, Conditioned"
Output,upgrade_costs.wall_area_above_grade_exterior_ft_2,ft^2,out.params.wall_area_above_grade_exterior_ft_2,out.params.wall_area_above_grade_exterior_ft_2,ft_2,1,,,,,,,"Wall Area, Above-Grade, Exterior"
Output,upgrade_costs.wall_area_below_grade_ft_2,ft^2,out.params.wall_area_below_grade_ft_2,out.params.wall_area_below_grade_ft_2,ft_2,1,,,,,,,"Wall Area, Below-Grade"
Output,upgrade_costs.window_area_ft_2,ft^2,out.params.window_area_ft_2,out.params.window_area_ft_2,ft_2,1,,,,,,,Window Area
Output,report_simulation_output.hvac_geothermal_loop_borehole_trench_count,,out.params.hvac_geothermal_loop_borehole_trench_count,out.params.hvac_geothermal_loop_borehole_trench_count,,1,,,,,,,Number of boreholes used for the geothermal heat pump system.
Output,report_simulation_output.hvac_geothermal_loop_borehole_trench_length_ft,ft,out.params.hvac_geothermal_loop_borehole_trench_length_ft,out.params.hvac_geothermal_loop_borehole_trench_length_ft,ft,1,,,,,,,Single borehole length used for the geothermal heat pump system. Multiply by number of boreholes for total length.
Output,report_simulation_output.end_use_electricity_battery_m_btu,MBtu,out.electricity.battery.energy_consumption.kwh,out.electricity.battery.energy_consumption,kwh,293.0710702,End Use: Electricity: Battery,kWh,out.electricity.battery.energy_consumption,out.electricity.battery.energy_consumption,kWh,1,Positive value for charging (including efficiency losses); negative value for discharging
Output,report_simulation_output.end_use_electricity_ceiling_fan_m_btu,MBtu,out.electricity.ceiling_fan.energy_consumption.kwh,out.electricity.ceiling_fan.energy_consumption,kwh,293.0710702,End Use: Electricity: Ceiling Fan,kWh,out.electricity.ceiling_fan.energy_consumption,out.electricity.ceiling_fan.energy_consumption,kWh,1,
Output,report_simulation_output.end_use_electricity_clothes_dryer_m_btu,MBtu,out.electricity.clothes_dryer.energy_consumption.kwh,out.electricity.clothes_dryer.energy_consumption,kwh,293.0710702,End Use: Electricity: Clothes Dryer,kWh,out.electricity.clothes_dryer.energy_consumption,out.electricity.clothes_dryer.energy_consumption,kWh,1,
Output,report_simulation_output.end_use_electricity_clothes_washer_m_btu,MBtu,out.electricity.clothes_washer.energy_consumption.kwh,out.electricity.clothes_washer.energy_consumption,kwh,293.0710702,End Use: Electricity: Clothes Washer,kWh,out.electricity.clothes_washer.energy_consumption,out.electricity.clothes_washer.energy_consumption,kWh,1,
Output,report_simulation_output.end_use_electricity_cooling_fans_pumps_m_btu,MBtu,out.electricity.cooling_fans_pumps.energy_consumption.kwh,out.electricity.cooling_fans_pumps.energy_consumption,kwh,293.0710702,End Use: Electricity: Cooling Fans/Pumps,kWh,out.electricity.cooling_fans_pumps.energy_consumption,out.electricity.cooling_fans_pumps.energy_consumption,kWh,1,Supply fan (air distribution) or circulating pump (geothermal loop)
Output,report_simulation_output.end_use_electricity_cooling_m_btu,MBtu,out.electricity.cooling.energy_consumption.kwh,out.electricity.cooling.energy_consumption,kwh,293.0710702,End Use: Electricity: Cooling,kWh,out.electricity.cooling.energy_consumption,out.electricity.cooling.energy_consumption,kWh,1,Excludes fans/pumps
Output,report_simulation_output.end_use_electricity_dehumidifier_m_btu,MBtu,out.electricity.dehumidifier.energy_consumption.kwh,out.electricity.dehumidifier.energy_consumption,kwh,293.0710702,End Use: Electricity: Dehumidifier,kWh,out.electricity.dehumidifier.energy_consumption,out.electricity.dehumidifier.energy_consumption,kWh,1,
Output,report_simulation_output.end_use_electricity_dishwasher_m_btu,MBtu,out.electricity.dishwasher.energy_consumption.kwh,out.electricity.dishwasher.energy_consumption,kwh,293.0710702,End Use: Electricity: Dishwasher,kWh,out.electricity.dishwasher.energy_consumption,out.electricity.dishwasher.energy_consumption,kWh,1,
Output,report_simulation_output.end_use_electricity_electric_vehicle_charging_m_btu,MBtu,out.electricity.ev_charging.energy_consumption.kwh,out.electricity.ev_charging.energy_consumption,kwh,293.0710702,End Use: Electricity: Electric Vehicle Charging,kWh,out.electricity.ev_charging.energy_consumption,out.electricity.ev_charging.energy_consumption,kWh,1,
Output,report_simulation_output.end_use_electricity_freezer_m_btu,MBtu,out.electricity.freezer.energy_consumption.kwh,out.electricity.freezer.energy_consumption,kwh,293.0710702,End Use: Electricity: Freezer,kWh,out.electricity.freezer.energy_consumption,out.electricity.freezer.energy_consumption,kWh,1,
Output,report_simulation_output.end_use_electricity_generator_m_btu,MBtu,out.electricity.generator.energy_consumption.kwh,out.electricity.generator.energy_consumption,kwh,293.0710702,End Use: Electricity: Generator,kWh,out.electricity.generator.energy_consumption,out.electricity.generator.energy_consumption,kWh,1,Negative value for any power produced
Output,report_simulation_output.end_use_electricity_heating_fans_pumps_m_btu,MBtu,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption,kwh,293.0710702,End Use: Electricity: Heating Fans/Pumps,kWh,out.electricity.heating_fans_pumps.energy_consumption,out.electricity.heating_fans_pumps.energy_consumption,kWh,1,Supply fan (air distribution) or circulating pump (hydronic distribution or geothermal loop)
Output,report_simulation_output.end_use_electricity_heating_heat_pump_backup_m_btu,MBtu,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption,kwh,293.0710702,End Use: Electricity: Heating Heat Pump Backup,kWh,out.electricity.heating_hp_bkup.energy_consumption,out.electricity.heating_hp_bkup.energy_consumption,kWh,1,Excludes heat pump backup fans/pumps
Output,report_simulation_output.end_use_electricity_heating_heat_pump_backup_fans_pumps_m_btu,MBtu,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption,kwh,293.0710702,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,kWh,out.electricity.heating_hp_bkup_fa.energy_consumption,out.electricity.heating_hp_bkup_fa.energy_consumption,kWh,1,Includes supply fan (air distribution) or circulating pump (hydronic distribution) during heat pump backup
Output,report_simulation_output.end_use_electricity_heating_m_btu,MBtu,out.electricity.heating.energy_consumption.kwh,out.electricity.heating.energy_consumption,kwh,293.0710702,End Use: Electricity: Heating,kWh,out.electricity.heating.energy_consumption,out.electricity.heating.energy_consumption,kWh,1,Excludes heat pump backup and fans/pumps
Output,report_simulation_output.end_use_electricity_permanent_spa_heater_m_btu,MBtu,out.electricity.permanent_spa_heat.energy_consumption.kwh,out.electricity.permanent_spa_heat.energy_consumption,kwh,293.0710702,End Use: Electricity: Permanent Spa Heater,kWh,out.electricity.permanent_spa_heat.energy_consumption,out.electricity.permanent_spa_heat.energy_consumption,kWh,1,
